       time,     latitude,    longitude,depth,        mag,place
2021-12-09,28.57,-17.83,0.1,5,La Palma volcano
2021-01-09,28.2406,-16.6664,12,0.6,NW VILAFLOR DE CHASNA.ITF
2021-01-09,28.1732,-16.6438,16,0.5,NW VILAFLOR DE CHASNA.ITF
2021-01-09,28.2324,-16.7008,17,0.4,NE GUÃA DE ISORA.ITF
2021-01-09,27.7208,-18.2253,35,2.4,W FRONTERA.IHI
2021-01-09,27.7455,-18.2294,22,2,W FRONTERA.IHI
2021-01-09,28.097,-16.4704,15,1.5,S ARICO.ITF
2021-02-09,27.6147,-18.0804,11,1.2,SW EL PINAR DE EL HIERRO.IHI
2021-02-09,28.6663,-13.6397,5,2,ATLÃNTICO-CANARIAS
2021-02-09,28.6358,-17.8676,14,1.3,SE EL PASO.ILP
2021-02-09,28.2288,-15.3385,37,1.8,NE LAS PALMAS DE GRAN CANARIA.
2021-02-09,27.8799,-16.3207,16,1.5,ATLÃNTICO-CANARIAS
2021-03-09,29.2911,-16.2253,34,2.2,ATLÃNTICO-CANARIAS
2021-03-09,27.7681,-18.1531,20,1.9,W FRONTERA.IHI
2021-03-09,28.089,-16.1325,8,1.5,ATLÃNTICO-CANARIAS
2021-04-09,28.0575,-16.2118,10,1.1,ATLÃNTICO-CANARIAS
2021-04-09,28.0728,-16.2217,            ,0.9,ATLÃNTICO-CANARIAS
2021-04-09,28.1413,-16.7544,8,0,NW ADEJE.ITF
2021-04-09,28.0622,-16.2106,6,1.1,ATLÃNTICO-CANARIAS
2021-04-09,28.047,-16.183,6,1.1,ATLÃNTICO-CANARIAS
2021-04-09,28.3662,-16.664,            ,0.9,SW LA GUANCHA.ITF
2021-04-09,28.0771,-16.1924,6,1.5,ATLÃNTICO-CANARIAS
2021-04-09,28.1619,-16.7172,29,0.5,N ADEJE.ITF
2021-04-09,28.0889,-16.1826,4,1.4,ATLÃNTICO-CANARIAS
2021-06-09,27.6955,-18.2314,25,1.7,W FRONTERA.IHI
2021-06-09,28.0969,-16.2489,23,1.5,ATLÃNTICO-CANARIAS
2021-06-09,27.7215,-18.1397,38,2.2,W FRONTERA.IHI
2021-06-09,28.164,-16.2075,8,1.2,ATLÃNTICO-CANARIAS
2021-06-09,28.3958,-16.6599,18,0.4,W SAN JUAN DE LA RAMBLA.ITF
2021-07-09,28.2379,-16.6777,10,0.2,NW VILAFLOR DE CHASNA.ITF
2021-07-09,28.1518,-16.6552,12,0.7,W VILAFLOR DE CHASNA.ITF
2021-07-09,28.5789,-17.8573,9,1.1,SE EL PASO.ILP
2021-07-09,28.4336,-15.4914,22,1.4,ATLÃNTICO-CANARIAS
2021-07-09,27.9794,-16.2902,            ,1.2,ATLÃNTICO-CANARIAS
2021-07-09,28.0727,-16.1447,12,1.8,ATLÃNTICO-CANARIAS
2021-07-09,28.1725,-16.7292,5,1.3,N ADEJE.ITF
2021-07-09,28.2473,-16.7908,            ,0.6,NW GUÃA DE ISORA.ITF
2021-08-09,27.6449,-18.021,12,3.2,SW EL PINAR DE EL HIERRO.IHI
2021-09-09,28.578,-17.7931,13,1.2,SW VILLA DE MAZO.ILP
2021-09-09,28.1372,-16.7373,7,0.7,NW ADEJE.ITF
2021-09-09,27.9521,-16.3323,4,1.1,ATLÃNTICO-CANARIAS
2021-09-09,28.1239,-16.1873,28,1.4,ATLÃNTICO-CANARIAS
2021-09-09,28.1508,-16.744,5,0.2,NW ADEJE.ITF
2021-10-09,28.0951,-16.1757,32,2.1,ATLÃNTICO-CANARIAS
2021-10-09,29.9758,-16.2206,5,2.4,ATLÃNTICO-CANARIAS
2021-10-09,28.0899,-16.1303,4,2,ATLÃNTICO-CANARIAS
2021-11-09,28.5675,-17.8705,11,1.5,N FUENCALIENTE DE LA PALMA.ILP
2021-11-09,28.5647,-17.8361,10,1.1,NE FUENCALIENTE DE LA PALMA.IL
2021-11-09,28.5503,-17.85,11,1.1,N FUENCALIENTE DE LA PALMA.ILP
2021-11-09,28.2475,-16.3445,26,1.3,E FASNIA.ITF
2021-11-09,28.568,-17.8179,10,1.1,SW VILLA DE MAZO.ILP
2021-11-09,28.5115,-17.8205,13,1.2,E FUENCALIENTE DE LA PALMA.ILP
2021-11-09,28.5605,-17.8478,12,1.2,N FUENCALIENTE DE LA PALMA.ILP
2021-11-09,28.556,-17.8362,11,1.1,NE FUENCALIENTE DE LA PALMA.IL
2021-11-09,28.569,-17.8198,10,1.4,SW VILLA DE MAZO.ILP
2021-11-09,28.5774,-17.8277,9,1.1,SW VILLA DE MAZO.ILP
2021-11-09,28.5837,-17.8075,11,1.2,SW VILLA DE MAZO.ILP
2021-11-09,28.5477,-17.831,13,1,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5771,-17.8346,12,1.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5747,-17.8041,11,1.4,SW VILLA DE MAZO.ILP
2021-12-09,28.5593,-17.8379,10,1.2,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5697,-17.8304,11,1.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5572,-17.8512,11,0.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5657,-17.8279,12,1.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5265,-17.8573,12,1.3,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5616,-17.8791,12,1.3,NW FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5605,-17.8271,12,1.3,SW VILLA DE MAZO.ILP
2021-12-09,28.567,-17.8242,12,1.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5618,-17.8313,13,1.1,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5756,-17.8355,11,1.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5715,-17.8195,10,0.8,SW VILLA DE MAZO.ILP
2021-12-09,28.5524,-17.844,11,0.9,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5332,-17.8132,13,1.4,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5592,-17.8279,13,1,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.555,-17.8538,11,1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.1189,-16.2558,10,1.2,ATLÃNTICO-CANARIAS
2021-12-09,28.5759,-17.7977,12,1,SW VILLA DE MAZO.ILP
2021-12-09,28.563,-17.8483,11,1.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5656,-17.8272,12,1.4,SW VILLA DE MAZO.ILP
2021-12-09,28.5609,-17.8438,11,1.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.565,-17.8418,12,1.4,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5659,-17.8406,10,1.8,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5624,-17.8637,12,1.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5568,-17.8627,13,1.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5595,-17.8583,12,1.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.0865,-16.2181,17,1.6,ATLÃNTICO-CANARIAS
2021-12-09,28.5621,-17.8469,11,1.7,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5659,-17.8419,10,1.5,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5576,-17.8645,11,1.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5643,-17.8326,9,2,SW VILLA DE MAZO.ILP
2021-12-09,28.5523,-17.8562,10,1.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5696,-17.8342,10,2.1,SW VILLA DE MAZO.ILP
2021-12-09,29.9573,-14.678,            ,2.6,ATLÃNTICO-CANARIAS
2021-12-09,28.557,-17.8392,13,1.5,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5638,-17.8459,12,1.7,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5442,-17.8518,12,1.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.55,-17.8512,10,1.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5489,-17.8509,10,1.7,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5746,-17.8439,9,1.6,SW VILLA DE MAZO.ILP
2021-12-09,28.5743,-17.862,11,1.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5507,-17.8337,13,1.9,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5542,-17.8687,10,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5595,-17.8416,9,2,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5578,-17.8454,10,1.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.566,-17.8434,11,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5599,-17.8629,9,1.5,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5606,-17.8654,11,1.7,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5674,-17.8198,8,2.2,SW VILLA DE MAZO.ILP
2021-12-09,28.5726,-17.8241,11,2,SW VILLA DE MAZO.ILP
2021-12-09,28.5622,-17.8744,11,2.1,NW FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5637,-17.8278,9,2.5,SW VILLA DE MAZO.ILP
2021-12-09,28.5765,-17.8602,8,1.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5758,-17.8521,8,1.7,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5669,-17.8451,9,1.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5676,-17.8418,10,1.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5623,-17.8809,11,2,NW FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5687,-17.8251,9,2.4,SW VILLA DE MAZO.ILP
2021-12-09,28.556,-17.8451,11,1.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5737,-17.8411,8,2,SW VILLA DE MAZO.ILP
2021-12-09,28.5568,-17.8349,10,1.7,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5598,-17.8385,10,2.5,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5731,-17.8466,10,1.7,SW VILLA DE MAZO.ILP
2021-12-09,28.5441,-17.8545,9,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5661,-17.8264,11,1.8,SW VILLA DE MAZO.ILP
2021-12-09,28.5344,-17.8475,13,1.6,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5718,-17.8307,9,2.4,SW VILLA DE MAZO.ILP
2021-12-09,28.5619,-17.8683,11,1.7,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5658,-17.828,8,1.9,SW VILLA DE MAZO.ILP
2021-12-09,28.5691,-17.8304,10,2.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5612,-17.8433,13,1.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5724,-17.8479,7,1.3,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5546,-17.7969,15,1.9,SW VILLA DE MAZO.ILP
2021-12-09,28.5647,-17.8472,10,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.56,-17.8385,12,1.9,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5693,-17.8288,9,2.5,SW VILLA DE MAZO.ILP
2021-12-09,28.5689,-17.8501,10,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5641,-17.832,10,2.7,SW VILLA DE MAZO.ILP
2021-12-09,28.5669,-17.8359,11,2.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5678,-17.8319,10,2.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5646,-17.8515,11,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.57,-17.824,9,2.8,SW VILLA DE MAZO.ILP
2021-12-09,28.563,-17.8293,13,1.8,SW VILLA DE MAZO.ILP
2021-12-09,28.566,-17.8418,10,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5602,-17.8508,10,1.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5661,-17.8312,10,2.8,SW VILLA DE MAZO.ILP
2021-12-09,28.5661,-17.828,10,1.8,SW VILLA DE MAZO.ILP
2021-12-09,28.5686,-17.8291,9,2.8,SW VILLA DE MAZO.ILP
2021-12-09,28.5417,-17.8476,10,2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.553,-17.8629,10,1.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.566,-17.8285,10,2.2,SW VILLA DE MAZO.ILP
2021-12-09,28.5721,-17.8166,10,1.8,SW VILLA DE MAZO.ILP
2021-12-09,28.5634,-17.8311,10,1.7,SW VILLA DE MAZO.ILP
2021-12-09,28.5606,-17.8501,11,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5713,-17.8321,10,2.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5727,-17.8399,9,2,SW VILLA DE MAZO.ILP
2021-12-09,28.5689,-17.8269,9,1.8,SW VILLA DE MAZO.ILP
2021-12-09,28.5616,-17.8464,10,1.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.549,-17.8332,10,2.2,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5655,-17.8302,10,2.4,SW VILLA DE MAZO.ILP
2021-12-09,28.5575,-17.8544,10,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5638,-17.8325,9,2.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5641,-17.8216,12,2,SW VILLA DE MAZO.ILP
2021-12-09,28.5585,-17.8425,10,2.4,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5618,-17.8187,11,2.2,SW VILLA DE MAZO.ILP
2021-12-09,28.5641,-17.831,10,2,SW VILLA DE MAZO.ILP
2021-12-09,28.5597,-17.8424,9,2.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5732,-17.8408,7,1.8,SW VILLA DE MAZO.ILP
2021-12-09,28.563,-17.8174,10,2.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5636,-17.8445,8,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5588,-17.8372,10,2,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5627,-17.8054,17,2.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5729,-17.8347,9,2.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5642,-17.8225,10,2.3,SW VILLA DE MAZO.ILP
2021-12-09,28.5675,-17.8234,8,1.8,SW VILLA DE MAZO.ILP
2021-12-09,28.5752,-17.8283,12,1.8,SW VILLA DE MAZO.ILP
2021-12-09,28.561,-17.8084,13,1.9,SW VILLA DE MAZO.ILP
2021-12-09,28.5599,-17.8412,10,1.9,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5594,-17.8484,10,1.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5445,-17.8508,11,1.7,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5687,-17.8352,11,1.7,SW VILLA DE MAZO.ILP
2021-12-09,28.5627,-17.8347,10,2.6,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5335,-17.8574,9,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.558,-17.8182,17,2.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5599,-17.83,10,2.1,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5625,-17.8344,11,1.9,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5743,-17.8139,10,2,SW VILLA DE MAZO.ILP
2021-12-09,28.5708,-17.8262,8,1.7,SW VILLA DE MAZO.ILP
2021-12-09,28.5648,-17.8366,12,2,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5588,-17.8341,9,1.9,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5634,-17.8322,11,2.3,SW VILLA DE MAZO.ILP
2021-12-09,28.5628,-17.8369,7,2,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5669,-17.8373,9,2.4,SW VILLA DE MAZO.ILP
2021-12-09,28.5545,-17.8861,8,2.2,NW FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5649,-17.8379,10,2,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5643,-17.8676,10,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5668,-17.8252,9,1.9,SW VILLA DE MAZO.ILP
2021-12-09,28.5568,-17.8485,10,2.3,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5561,-17.8481,10,2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.566,-17.846,9,2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5618,-17.8539,11,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5639,-17.8249,14,2.1,SW VILLA DE MAZO.ILP
2021-12-09,28.555,-17.8742,11,2.4,NW FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5699,-17.8492,10,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5638,-17.8482,9,2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5585,-17.8614,10,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.566,-17.8445,11,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.559,-17.8546,9,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5532,-17.861,11,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5663,-17.8362,8,2.6,SW VILLA DE MAZO.ILP
2021-12-09,28.5704,-17.8442,8,1.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5684,-17.8453,9,1.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5685,-17.8265,10,1.9,SW VILLA DE MAZO.ILP
2021-12-09,28.562,-17.8474,10,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5759,-17.8337,8,1.5,SW VILLA DE MAZO.ILP
2021-12-09,28.5611,-17.8767,10,1.9,NW FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5694,-17.8478,13,1.7,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5723,-17.8327,10,1.9,SW VILLA DE MAZO.ILP
2021-12-09,28.5734,-17.8288,11,1.6,SW VILLA DE MAZO.ILP
2021-12-09,28.5715,-17.8535,10,2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5618,-17.8437,9,2.3,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5685,-17.8554,10,1.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5713,-17.8553,8,1.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5763,-17.8292,10,1.7,SW VILLA DE MAZO.ILP
2021-12-09,28.57,-17.8387,10,1.8,SW VILLA DE MAZO.ILP
2021-12-09,28.5676,-17.847,8,1.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5565,-17.8491,9,1.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5621,-17.8481,8,2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5701,-17.8424,8,2.4,SW VILLA DE MAZO.ILP
2021-12-09,28.5623,-17.8582,9,1.7,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5686,-17.8494,8,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5664,-17.8384,9,2.2,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5664,-17.835,9,2.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5697,-17.8731,12,1.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5696,-17.835,9,2.5,SW VILLA DE MAZO.ILP
2021-12-09,28.562,-17.8526,10,1.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5714,-17.8363,8,2,SW VILLA DE MAZO.ILP
2021-12-09,28.5646,-17.8452,10,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5654,-17.8406,9,2.5,NE FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.575,-17.8387,8,2.6,SW VILLA DE MAZO.ILP
2021-12-09,28.5714,-17.8436,9,2.5,SW VILLA DE MAZO.ILP
2021-12-09,28.5709,-17.8365,8,2.6,SW VILLA DE MAZO.ILP
2021-12-09,28.5754,-17.8403,8,2.6,SW VILLA DE MAZO.ILP
2021-12-09,28.56,-17.852,10,3,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5815,-17.8438,9,2.3,SW VILLA DE MAZO.ILP
2021-12-09,28.5663,-17.8499,9,2.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5652,-17.8548,8,2.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.565,-17.8481,9,3,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5694,-17.8444,9,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5668,-17.8464,9,2.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5696,-17.8457,9,2.3,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5734,-17.8562,9,2.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5717,-17.8497,9,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5682,-17.841,9,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5756,-17.8458,8,2.3,SW VILLA DE MAZO.ILP
2021-12-09,28.5643,-17.8525,9,2.7,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5763,-17.8446,8,2,SW VILLA DE MAZO.ILP
2021-12-09,28.5707,-17.8433,8,2.2,SW VILLA DE MAZO.ILP
2021-12-09,28.5712,-17.8485,9,2.3,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5652,-17.8458,9,2.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5615,-17.848,8,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5697,-17.8459,9,2.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5718,-17.8482,9,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5677,-17.8516,9,2.7,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5691,-17.8487,9,2.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5683,-17.8524,9,3.4,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5568,-17.8574,10,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5692,-17.8477,10,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5715,-17.858,9,3.3,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5705,-17.8487,9,2.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5725,-17.8409,8,2.4,SW VILLA DE MAZO.ILP
2021-12-09,28.5678,-17.8513,10,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5692,-17.8574,10,3.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5642,-17.8571,9,2.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5691,-17.8447,10,2.7,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.568,-17.8319,11,2.4,SW VILLA DE MAZO.ILP
2021-12-09,28.5687,-17.8527,9,2.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5613,-17.8553,9,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5672,-17.8513,9,3.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5592,-17.8486,9,1.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5671,-17.8535,9,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5738,-17.8546,9,3,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5696,-17.8457,8,2.3,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5691,-17.8527,9,2.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5563,-17.8659,9,2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5679,-17.8508,9,2.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5667,-17.8531,10,2.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5682,-17.8512,9,2.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5655,-17.8503,9,2.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5391,-17.8782,11,2,NW FUENCALIENTE DE LA PALMA.IL
2021-12-09,28.5607,-17.8672,10,1.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5706,-17.8518,9,2.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5681,-17.8447,9,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5614,-17.8544,9,2.6,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5749,-17.8474,7,2,SW VILLA DE MAZO.ILP
2021-12-09,28.5581,-17.8474,9,1.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5642,-17.8413,10,1.8,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5637,-17.8445,10,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5676,-17.8468,9,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.567,-17.848,10,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.573,-17.8325,9,2,SW VILLA DE MAZO.ILP
2021-12-09,28.5627,-17.856,9,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5631,-17.8622,10,1.7,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5708,-17.8432,9,2.4,SW VILLA DE MAZO.ILP
2021-12-09,28.5637,-17.8507,10,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5713,-17.8366,9,2.5,SW VILLA DE MAZO.ILP
2021-12-09,28.5583,-17.8609,9,1.9,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5628,-17.8586,9,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5641,-17.862,10,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5789,-17.8542,7,2.1,SW VILLA DE MAZO.ILP
2021-12-09,28.5733,-17.8476,8,1.8,SW VILLA DE MAZO.ILP
2021-12-09,28.5621,-17.8591,9,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5727,-17.8399,9,2.2,SW VILLA DE MAZO.ILP
2021-12-09,28.5585,-17.8482,10,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5673,-17.8461,10,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5727,-17.8429,9,2.5,SW VILLA DE MAZO.ILP
2021-12-09,28.5545,-17.8693,8,2.3,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5654,-17.8593,10,2.2,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5686,-17.8494,9,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-12-09,28.5609,-17.8601,10,2.8,N FUENCALIENTE DE LA PALMA.ILP
